_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c
[Case],5007Q00000ZziZjQAJ,01158124,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.4.5 Digitalizzazione degli avvisi pubblici,discordanza anagrafica rappresentante legale,"In riferimento al contributo di cui alla presente misura risulta una discordanza di dati anagrafici del rappresentante legale più precisamente in riferimento al luogo e data di nascita, infatti risulta nato a Pozzaglia il 1.1.1965 mentre è nato a Roma il 03.12.1959.","<p><span style=""font-size: 14px;"">Gentile Franca, grazie per averci contattato</span></p><p><span style=""font-size: 14px;"">Ti informiamo che l&#39;ente può completare la modifica dei dati del rappresentante legale anagrafici (CF, data e luogo di nascita) direttamente in piattaforma nella sezione &quot;La mia PA&quot; della Scrivania, all&#39;interno dell&#39;Area riservata,</span></p>",,
[Case],5007Q00000ZzibBQAR,01158125,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.3 Adozione pagoPA,"Impossibilità ad accedere alla ""gestione del progetto"" per apporto modifiche richieste.","Con riferimento alla richiesta 00137089 si comunica l'impossibilità ad accedere alla gestione del progetto in quanto non risulta abilitato il pulsante ""vai alla gestione del progetto"" e risulta pertanto impossibile eseguire le modifiche richieste.","<p>Gentile Claudio, grazie per averci contattato. Ti informiamo che il progetto è stato sbloccato e risulta pertanto gestibile. Ti invitiamo ad effettuare le azioni richieste entro il 16/12/2023.</p>",,
[Case],5007Q00000ZzibKQAR,01158135,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,,Territorio - Utenza Elisabetta Carfagna impossibilità di lettura richieste,"L'account manager Elisabetta Carfagna non riesce ad aprire la Richiesta 00133026. Errore visualizzato ""The requested resource does not exist"". Si chiede una verifica. Vi ringrazio molto, Arianna","<p>Gentile utente, grazie per averci contattato.  La tua segnalazione è stata risolta, l&#39;utenza E<span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">lisabetta Carfagna può ora vedere la richiesta  00133026 correttamente.</span></p>",,
[Case],5007Q00000Zzic4QAB,01158126,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.2 Abilitazione e facilitazione migrazione al Cloud,RICHIESTA PNRR 1.2,FACCIO PRESENTE CHE ABBIAMO IMPLEMENTATO LA RICHIESTA FATTA PRIMA DELL'INCONTRO CON L'ASSEVERATORE. ATTENDO RISPOSTA,"<p>Gentile Paola, grazie per averci contattato.</p><p>Nel caso si sia completato quanto richiesto con Comunicazione<span style=""background-color: rgb(255, 255, 255); font-size: 14px;""> </span>00134404, ti invitiamo ad attendere l&#39;esito dei controlli di conformità tecnica. Ti ricordiamo che non esiste una tempistica standard da fornirti per questa fase. Ti ricordiamo che durante l’asseverazione tecnica potranno essere evidenziate, laddove presenti, eventuali criticità e, tramite invio di richiesta di chiarimenti, verrà data la possibilità all&#39;Ente di effettuare le opportune integrazioni. <u>A seguito della valutazione positiva</u> dell’asseverazione tecnica, per la quale riceverai opportuna comunicazione, <u>potrai procedere con la richiesta di erogazione del finanziamento</u> entrando nel tuo progetto e cliccando sullo step 5 della piattaforma &quot;Richiesta finanziamento&quot;.</p>",,
[Case],5007Q00000ZzieoQAB,01158127,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Anagrafica dati,1.4.1 Esperienza dei servizi pubblici,Mancata profilatura nuovo dirigente,"Chiedo per la quarta volta di prendere in carico la necessità di attribuirmi in piattaforma l'ISA 11 di Vezzano Ligure (SP) di cui sono dirigente dal 1 settembre 2023 , togliendomi l'attribuzione dl Leonardo Da Vinci di Villafranca in Lunigiana (MS). Con la DSGA abbiamo fatto tutti i passaggi richiesti anche a seguito dell'apertura di QUATTRO tickets. SIAMO IN DIFFICOLTA'!","<p><span style=""font-family: Calibri, Arial; font-size: 11pt; color: rgb(0, 0, 0);"">Gentile Silvia, grazie per averci contattato. L&#39;utenza per </span><span style=""background-color: rgb(255, 255, 255);"">Silvia Arrighi</span><span style=""font-family: Calibri, Arial; font-size: 11pt; color: rgb(0, 0, 0);""> è stata correttamente attivata come richiesto.</span></p>",,
[Case],5007Q00000ZzifYQAR,01158140,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.2 Abilitazione e facilitazione migrazione al Cloud,Urgente: file firmato richiesta erogazione,"Il file relativo a richiesta erogazione finanziamento, firmato digitalmente in pdf dalla Dirigente scolastica non viene riconosciuto  dal sistema come file corrispondente. Segnalo che la generazione del file, il download e l'upload con firma sono stati svolti entro il termine di logout del sistema. Allego il file firmato","<p>Gentile Francesco, grazie per averci contattato. Affinchè si possa completare correttamente la procedura di caricamento dell&#39; allegato firmato digitalmente, è necessario assicurarsi che, una volta creato e scaricato il documento da firmare, esso non subisca ulteriori salvataggi. Ad esempio è necessario che non si salvi con nome e/o che non vengano effettuate operazioni di &quot;copia e incolla&quot;.</p><p>Tali azioni, infatti, determinerebbero una modifica della natura del file, rendendolo inaccettabile dalla piattaforma.</p><p>Ti suggeriamo quindi di eliminare il documento firmato che genera errore e, a partire dall&#39;allegato in PDF generato dalla piattaforma, ripetere la procedura seguendo le indicazioni.</p><p>Per poter caricare correttamente il file è necessario: </p><p>• non rinominare il file PDF (rimuovere precedentemente dalla cartella in cui si scarica il documento eventuali copie precedenti)</p><p>• firmare digitalmente il file scaricato (senza modificare o scannerizzare) </p><p>• il file caricato sia in formato P7M (CADES) o PADES (.pdf)</p><p>• il file caricato corrisponda all’ultima versione scaricata; </p><p>• sia presente la firma digitale; </p><p>• la firma digitale sia quella del rappresentante legale. </p><p><br></p><p>Ti ricordiamo che è necessario allegare il certificato di regolare esecuzione del RUP firmato digitalmente in formato p7m caricandolo nell&#39;apposita sezione &quot;Documenti RUP e altri allegati&quot;.</p><p>Ti ringraziamo per la collaborazione, e ti ricordiamo che la generazione del documento pdf potrebbe non essere instantanea. Ti invitiamo a riprovare.</p>",,
[Case],5007Q00000ZzihJQAR,01158128,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,presentazione candidatura,"Si richiede con cortese sollecitudine l'invio della conferma di rinuncia al progetto ""abilitazione al cloud"" scuole -aprile 2022 in tempi utili, al fine di presentare candidatura all'Avviso Investimento 1.2 "" Abilitazione al Cloud per le PA locali"" scuole- ottobre 2023.","<p>Gentile Laura grazie per averci contattato. Ti informiamo che al fine di procedere con la nuova candidatura occorre attendere la pubblicazione del decreto di rinuncia. Precisiamo che non esiste una tempistica standard per l&#39;emissione del decreto di rinuncia, tuttavia, è obiettivo comune far sì che tale decreto venga emesso nel più breve tempo possibile per permettere la sottomissione di una nuova candidatura.</p><p>Ti invitiamo ad attendere conferma via PEC della pubblicazione del decreto di rinuncia.</p>",,
[Case],5007Q00000Zzii2QAB,01158129,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,Approvazione rinuncia,In data 27/10/2023 è stata presentata la richiesta di rinuncia per la misura Adozione AppIO ma non risulta ancora accettata.,"<p>Gentile Francesco, grazie per averci contattato. Gentile Riccardo, grazie per averci contattato.</p><p>Ti informiamo che non esiste una tempistica standard per l&#39;emissione del decreto di rinuncia, tuttavia, è obiettivo comune far sì che tale decreto venga emesso nel più breve tempo possibile per permettere la nuova sottomissione di una candidatura.</p>",,
[Case],5007Q00000ZzijyQAB,01158130,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.4.1 Esperienza dei servizi pubblici,RICHIESTA 00133664,"Buongiorno,
si scrive in merito alla Vostra richiesta n. 00133664. Richiesta di cui non ci siamo accorti ma che è scaduta il 23 novembre. Volevamo rispondere alla richiesta. 
Si allega la determina firmata e timbrata con n. prot. 5285 del 24/10/2022","<p>Gentile Sandra, grazie per averci contattato. Ti informiamo che l&#39;asseveratore ha effettuato una nuova richiesta cui rispondere inserendo quanto dovuto. Ti invitiamo ad evadere la nuova richiesta entro la data di scadenza indicata.</p>",,
[Case],5007Q00000ZzikDQAR,01158131,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.4.1 Esperienza dei servizi pubblici,finanziamento progetto dopo asseveerazione,"Il sito web di istituto del Liceo scientifico ""GB Grassi"" è stato affidato alla ditta Spaggiari ed è stato completato nei termini previsti. Ad oggi lo stato progetto è in ""verifica"". Vorremmo indicazione circa i tempi di completamento dell'asseverazione.","<p><span style=""font-size: 14px;"">Gentile Antonino, grazie per averci contattato. Ti informiamo che il progetto è attualmente nella fase “in verifica” in quanto è in corso l’asseverazione tecnica. Non esiste un tempo standard da fornirti per questa fase. Durante l’asseverazione tecnica verranno evidenziate, laddove presenti, eventuali criticità e, tramite invio di richiesta di chiarimenti, verrà data la possibilità all&#39;Ente di effettuare le opportune integrazioni. A seguito della valutazione positiva dell’asseverazione tecnica, per la quale riceverai opportuna comunicazione, potrai procedere con la richiesta di erogazione del finanziamento entrando nel tuo progetto e cliccando sullo step 5 della piattaforma &quot;Richiesta finanziamento&quot;.</span></p>",,
[Case],5007Q00000Zzio5QAB,01158132,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,Richiesta apertura funzione,"La scrivente Istituzione Scolastica aveva da adempiere a una richiesta con scadenza 04.12.2023.Per problemi sopraggiunti l'iter documentale è stato completato nella mattinata di oggi, 05.12.2023 ma risulta impossibile procedere all'invio della risposta alla richiesta ricevuta. Tanto premesso, la presente per chiedere di volere accettare la risposta alla richiesta inoltrataci, in modo da non perdere il diritto all'erogazione del finanziamento.
Confidando in un positivo accoglimento, si saluta distintamente
Prof. Aniello Maffettone","<p>Gentile Aniello, grazie per averci contattato. Ti informiamo che è stata inviata una nuova r<span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">ichiesta 00139550 cui poter rispondere, inserendo la documentazione, entro il 22/12/2023.</span></p>",,
[Case],5007Q00000ZziojQAB,01158133,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,,Accesso Pa Digitale,Con la presente si richiede urgentemente riscontro alla presente richiesta. Questa scuola a partire dal 1 settembre 2023 da  quando ha cambiato dirigenza scolastica non ha più la possibilità di entrare su Pa digitale. La scuola aveva richiesto un finanziamento e non ha modo di entrare nella piattaforma da settembre. La scuola ha fatto molti tentativi al fine di risolvere il problema senza successo. Siccome rischia di perdere il finanziamento si chiede la cortesia di sbloccare prima possibile la situazione. si chiede per favore di essere contattati al fine di risolvere il problema.,,,
[Case],5007Q00000ZzipcQAB,01158134,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.2 Abilitazione e facilitazione migrazione al Cloud,EROGAZIONE FINANZIAMENTO,"HO INSERITO LA RICHIESTA DI EROGAZIONE DL FINANZIAMENTO IN DATA 26/09/2023, DOPO CHE ERA GIA' STATO FATTO IL CONTROLLO DAL REVISORE DOTT. ALESSANDRO ALESSANDRA.
IL PROGETTO RISULTA ANCORA IN VERIFICA.
QUANDO VERRA' EFFETTIVAMENTE EROGATO IL FINANZIAMENTO?","<p>Gentile Cristina, grazie per averci contattato.</p><p>Ti informiamo che non esiste una tempistica standard per il termine della fase di verifica relativa all&#39;asseverazione e non siamo in grado di fornirti ulteriori informazioni in merito alla durata di queste attività di verifica. Ti invitiamo ad attendere.</p><p><br></p>",Non sarebbe male se anche chi controlla avesse delle tempistiche definite come le hanno le scuole per la realizzazione degli interventi,"<p>Gentile Cristina, grazie per averci contattato. prendiamo atto del suggerimento.</p>"
[Case],5007Q00000ZzisHQAR,01158136,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.4 Adozione identità digitale,Caricamento contratti su avviso 1.4.4,Il fornitore della misura 1.4.1 ha implementato OpenIDConnect nell'ambito della realizzazione del nuovo sito e della realizzazione dei Servizi digitali al cittadino. L'implementazione è già attiva ma non è stato ancora fatto l'impegno di spesa per questo adeguamento. Posso caricare come contratto principale lo stesso che ho caricato sull'avviso 1.4.1 ed integrarlo successivamente con un contratto più specifico di Openidconnect?,"<p>Gentile Silva Maria, grazie per averci contattato. Come da conversazione telefonica intercorsa ti confermiamo che è possibile caricare successivamente la determina relativa all&#39;integrazione del protocollo OIDC attraverso l&#39;apposita funzione in piattaforma. Ti ricordiamo tuttavia che il servizio di supporto PA Digitale 2026 non ha la competenza di pre-valutare la documentazione di partecipazione. La validità della documentazione potrà essere accertata esclusivamente in fase di asseverazione formale e controlli a campione.</p><p><br></p>",,
[Case],5007Q00000ZziyyQAB,01158137,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.5 Digitalizzazione degli avvisi pubblici,MODIFICA STATO CONTRATTUALIZZAZIONE ATTIVITA' MISURA 1.4.5 PND,"Si chiede come gestire nuove modalità di contrattualizzazione, all'indomani di una prima contrattualizzazione già stipulata. e tenendo presenti i termini temporali assegnati.
Per ragioni tecniche, legate a sopravvenute esigenze di integrazione della piattaforma con altro software gestionale da parte di fornitori terzi, CHIEDIAMO se è possibile eventualmente rifare la contrattualizzazione modificando il primo contratto (relativo al servizio primario individuato) e aggiungere un secondo contratto stipulato con un secondo fornitore (relativo al servizio secondario).
E qual è la procedura da seguire.

Grazie dell'attenzione
enrico bruni
Comune di Piazzola sul Brenta PD","<p>Gentile Enrico, grazie per averci contattato. Ti informiamo che nonostante sia stata completata la fase di contrattualizzazione, nuove funzionalità della piattaforma consentono comunque all’ente di tornare agli step precedenti del progetto (1,2,3) e integrare/rettificare le informazioni e documentazione inserita, la quale non apporterà modifiche al cronoprogramma.</p>",,
[Case],5007Q00000ZzizDQAR,01158138,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.4.1 Esperienza dei servizi pubblici,Accredito finanziamento,"Da parecchi mesi abbiamo concluso il progetto con esito positivo. 
Monitorando la piattaforma notiamo che risulta sempre in verifica. Vorremmo sapere se ciò è normale e quando saranno accreditato il finanziamento di euro 7301,00","<p>Gentile Francesca, grazie per averci contattato.</p><p>Ti informiamo che non esiste una tempistica standard per il termine della fase di verifica relativa all&#39;asseverazione e non siamo in grado di fornirti ulteriori informazioni in merito alla durata di queste attività di verifica. Ti invitiamo ad attendere.</p>",,
[Case],5007Q00000ZzizcQAB,01158139,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.5 Digitalizzazione degli avvisi pubblici,richiesta modello fac- simile CERTIFICATO REGOLARE ESECUZIONE LAVORI RUP,"Si richiede se possibile un fac-simile del modello di certificazione regolare esecuzione lavori che deve firmare il RUP per poter poi inviare la richiesta di finanziamento.
Grazie","<p><span style=""font-size: 10.5pt;"">Gentile Karin, grazie per averci contattato.</span></p><p><span style=""font-size: 10.5pt;"">Ti ricordiamo che il certificato di regolare esecuzione (CRE) da predisporre a cura del RUP non deve rispettare una modulistica precisa e può essere prodotto in autonomia.</span></p><p><span style=""font-size: 10.5pt;"">Come linea guida da seguire nella redazione del documento, a titolo indicativo ti informiamo che il CRE deve contenere menzione dei seguenti dati principali:</span></p><p><span style=""font-size: 10.5pt;"">· Data Decreto di Finanziamento</span></p><p><span style=""font-size: 10.5pt;"">· Avviso Misura</span></p><p><span style=""font-size: 10.5pt;"">· CUP</span></p><p><span style=""font-size: 10.5pt;"">· Importo del Finanziamento</span></p><p><span style=""font-size: 10.5pt;"">· Elenco documentazione contrattuale con cui si è disposto l&#39;affidamento dei servizi</span></p><p><span style=""font-size: 10.5pt;"">· Codice identificativo di gara (laddove previsto)</span></p><p><span style=""font-size: 10.5pt;"">· Elenco delle attività/servizi oggetto di finanziamento</span></p><p><span style=""font-size: 10.5pt;"">· Atto di nomina del RUP</span></p><p><span style=""font-size: 10.5pt;"">Precisiamo che si tratta degli elementi minimi che un CRE deve contenere, il quale può essere integrato con eventuali altre informazioni che l’ente attuatore ritiene utile richiamare.</span></p><p><span style=""font-size: 10.5pt;"">In caso di contratti quadro contenenti più servizi, anche di durata pluriennale, è inoltre necessario specificare in modo dettagliato il servizio oggetto di CRE al fine di circoscrivere il perimetro di regolare esecuzione dei servizi per i quali si certifica e per cui l’operatore economico potrà emettere fattura.</span></p><p><span style=""font-size: 10.5pt;"">Ti ricordiamo, infine, che la validità della documentazione potrà essere accertata esclusivamente in fase di asseverazione formale e controlli a campione.</span></p>",,
[Case],5007Q00000Zzj82QAB,01158159,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,,Territorio Lombardia - Asseverazioni [URGENTE: candidatura APP IO Comune di Loreo: non si riesce ad esitare il parziale],"Il TIM Andrea Ruoppolo scrive, non riuscendo ad aprire tickets sulla piattaforma padigitale26: Sulla candidatura 1.4.3 AppIO comune di Loreo non riesco ad esitare il parziale in quanto mi restituisce l'errore "" Non è possibile esitare il Task: la Pa non ha eseguito correttamente la procedura di bonifica"". Grazie. D. Nicolai OA Lombardia","<p>Gentile Utente, grazie per averci contattato.</p><p>Da verifiche l&#39;errore riscontrato è causato dal fatto che l&#39;asseveratore assegnato al task del progetto indicato è Antonio Nocella e non Andrea Ruoppolo.</p>",,
[Case],5007Q00000ZzjArQAJ,01158145,Amministrazione,Altro - Servizi Aggiunti,Enti beneficiari,,Cambio profilo per trasferimento di Istituzione Scolastica,"Dal 01/09/2023 sono stato trasferito all'8° I.C. ""E. Vittorini di Siracusa - Cod. Meccanografico sric829005, avrei la necessità di essere profilato per questo nuovo istituto. Come devo procedere?",,,
[Case],5007Q00000ZzjGAQAZ,01158151,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.4.4 Adozione identità digitale,Mancato allineamento dati OIDC - IPZS,"Buongiorno, a seguito della Richiesta 00135544 da parte dell'asseveratore, abbiamo richiesto ulteriori verifiche all'azienda che ha realizzato il servizio la quale ci conferma che la configurazione OIDC è corretta ma probabilmente c'è un problema di allineamento con IPZS. Potete verificare e darci conferma?  C'è modo di richiedere un nuovo allinemento?","<p>Gentile Sandro, grazie per averci contattato. Ti informiamo che è necessario attendere un periodo di latenza di alcune settimane per l&#39;allineamento dei dati relativi all&#39;integrazione del protocollo OIDC. Ti invitiamo a sottomettre in verifica il progetto in quanto ad oggi il dato è stato recepito. In caso riscontrassi eventuali errori ti invitiamo ad aprire una nuova richiesta di assistenza.</p>",,
[Case],5007Q00000ZzjWwQAJ,01158146,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Documentazione tecnica di avvio e chiusura interventi,1.4.5 Digitalizzazione degli avvisi pubblici,richiesta invio certificato reg. esecuzione RUIP in 10 gg,"Buongiorno
           ho caricato nel progetto il documento da voi richiesto entro 10 giorni per la regolare esecuzione del progetto  Notifiche Digitali nella sezione Ulteriori documenti allegati.
Cordiali saluti
MB
328/8393838","<p><span style=""font-size: 13px;"">Gentile Maura, grazie per averci contattato. Le informazioni che comunichi tramite l&#39;help desk non possono essere veicolate all&#39;asseveratore. Ti invitiamo a procedere prontamente con quanto richiesto nella richiesta 00138701, notificata il 05/12/2023, accedendo alla piattaforma nella sezione Scrivania/Notifiche e Richieste. Ti informiamo che hai ricevuto una comunicazione anche via PEC </span></p>",,
[Case],5007Q00000ZzjYiQAJ,01158147,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.2 Abilitazione e facilitazione migrazione al Cloud,Richiesta chiarimenti importo servizi migrati,"In riferimento all'Avviso 1.2 Abilitazione al cloud, il nostro Istituto aveva già provveduto a migrare al cloud 7 degli 8 servizi inseriti nel Progetto. L'unico servizio da migrare è pari ad un importo di circa 553 euro sull'importo complessivo di € 4.424,00 richiesto. Pertanto si richiede di chiarire se il contratto con il fornitore debba essere pari all'importo dell'unico servizio da migrare e se la quota residua rimanga nella disponibilità della scuola per finalità analoghe.","<p>Gentile Gianluca, grazie per averci contattato.</p><p>Ti ricordiamo che il contributo concesso è una somma forfettaria (lump sum) che sarà erogata in un&#39;unica soluzione a seguito del perfezionamento delle attività oggetto del finanziamento come disposto dall&#39;art. 13 dell&#39;Avviso. </p><p>L&#39;entità del finanziamento è indicata nell&#39;Allegato 2 dell&#39;Avviso e trattandosi di una somma forfettaria non è prevista la rendicontazione a costi reali. </p><p><br></p><p>Ti informiamo, infine, che non sussistono vincoli per l&#39;impiego dell&#39;importo non utilizzato, tuttavia è consigliabile adoperarlo nell&#39;ambito della digitalizzazione.</p><p>Si suggerisce, in ogni caso, di prendere visione delle &quot;Linee guida per i soggetti attuatori individuati tramite Avvisi pubblici a lump sum&quot; https://innovazione.gov.it/italia-digitale-2026/attuazione-misure-pnrr/ </p><p><br></p>",,
[Case],5007Q00000ZzjsxQAB,01158150,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,Decreto rinuncia bando appIO,"Buongiorno,
nel mese di ottobre è stata effettuata la rinuncia al bando appIO ma ad oggi non risulta pervenuto il relativo decreto. In mancanza di questo non mi è possibile effettuare nuova candidatura.
Chiedo se effettivamente il decreto sia stato emesso.
Grazie
Valentina Capone","<p>Gentile Valentina, grazie per averci contattato.</p><p>Ti informiamo che la candidatura risulta correttamente rinunciata, tuttavia, non risulta ancora emesso il relativo decreto di rinuncia.</p><p>Non è prevista una tempistica standard per l&#39;emissione del decreto di rinuncia, tale tempistica è ignota a questo HelpDesk. Ti preghiamo di attendere.</p>",,
[Case],5007Q00000Zzk7xQAB,01158152,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.5 Digitalizzazione degli avvisi pubblici,dati di dettaglio delle notifiche,"in riferimento allo screen in allegato relativo al completamento attività, siamo a chiedere le seguenti informazioni:
1) Per notifiche anno solare precedente si intende il 2022 o il 2023?
2) Numero di notifiche totali o per singolo servizio?","<p>Gentile Ubaldo, grazie per averci contattato.</p><p>Con riferimento ai tuoi quesiti, ti informiamo che il limite massimo di 120 notifiche per l&#39;utilizzo dell&#39;integrazione manuale ricomprende il numero di notifiche totali effettuate nell&#39;anno solare precedente all&#39;integrazione dei servizi (se integrati nel 2023 vale il 2022) e il cui mittente è il Comune.</p>",,
[Case],5007Q00000ZzkBHQAZ,01158153,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,Impossibile candidarsi,"Buongiorno,
L'Ente ha rinunciato al finanziamento avuto per la misura in questione in quanto vi erano numerosi servizi non aderenti ai criteri di adesione alla piattaforma per riuscire a modificare la richiesta già approvata e finanziata e ha quindi optato per la rinuncia.
Ora però volendo ripresentare la richiesta viene visualizzato il seguente messaggio ""Al momento non puoi avviare la candidatura  - Non puoi procedere con la candidatura perché la tua PA ha già uno o più progetti app IO attivi.""","<p>Gentile Eugenio, grazie per averci contattato. Ti informiamo che al fine di sottomettere una nuova candidatura sulla medesima misura è necessario attendere la pec del decreto di rinuncia alla precedente candidatura.</p>",,
[Case],5007Q00000ZzkU3QAJ,01158156,Amministrazione,Altro - Servizi Aggiunti,Enti beneficiari,1.2 Abilitazione e facilitazione migrazione al Cloud,rinuncia al progetto cloud,"buongiorno, 
non riusciamo a caricare il documento di rinuncia sottoscritto dal sindaco.
risulta correttamente firmato, ma dopo averlo caricato, non viene attivato il bottone per la conferma.
in allegato il documento firmato digitalmente in p7m che stiamo provando a caricare","<p>Gentile Roberto, grazie per averci contattato.  </p><p>Ti ricordiamo di indicare testualmente la motivazione della rinuncia tra quelle proposte precedentemente dalla piattaforma e che riportiamo di seguito:</p><p> </p><p><span style=""font-family: Symbol;"">·</span><span style=""font-size: 7pt;"">      </span>Errata composizione del pacchetto</p><p><span style=""font-family: Symbol;"">·</span><span style=""font-size: 7pt;"">      </span>Dati della PA errati</p><p><span style=""font-family: Symbol;"">·</span><span style=""font-size: 7pt;"">      </span>PA non più interessata al finanziamento</p><p><span style=""font-family: Symbol;"">·</span><span style=""font-size: 7pt;"">      </span>Altro (aggiungere anche dettaglio motivazione max 255 caratteri)</p>",,
[Case],5007Q00000ZzkW9QAJ,01158158,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,,Territorio Lombardia - [URGENTE: Il Technical Manager Andrea Ruoppolo non riesce ad aprire i tickets da area pubblica PA Digitale26],Si segnala che il TIM Andrea Ruoppolo ha aperto tickets da asseveratore da area pubblica di PAdigitale26 e non sono mai stati recapitati alla stessa piattaforma. Grazie. Donatella Nicolai. OA Lombardia,,,
[Case],5007Q00000ZzkaVQAR,01158160,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,,[Asseverazione tecnica 1.2 - modifica dei dati in piattaforma,Test dal cellulare,,,
[Case],5007Q00000ZzkeYQAR,01158368,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.4.3 Adozione pagoPA,problemi con la trasmissione domanda liquidazione,"Buongiorno, si solleccita il riscontro alla nostra precedente richiesta del 24/11/2023. non riusciamo ad eliminare il certifcato RUP non firmato digitalmente e continua a non attivarsi il pulsante per inoltrare la domanda di liquidazione. Cordiali saluti.
L'incaricata Simona Tocco","<p><span style=""color: rgb(68, 68, 68);"">Gentile Simona, grazie per averci contattato. La tua segnalazione relativa all&#39;impossibilità di caricare la domanda di erogazione del finanziamento, firmata digitalmente è stata risolta, la stessa adesso risulta correttamente caricata all&#39;interno della piattaforma.</span></p>",,
[Case],5007Q00000ZzkfJQAR,01158360,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,,Territorio inaffidabilità dato Salesforce,"Vi segnalo che il dato ""esistenze candidature"" quando valorizzato a zero, è inaffidabile/da falsi negativi.
Come esempio vi porto l'ente ""irccs_ls"" che riporta ""esistenze candidature"" uguale a zero. In reltà l'ente ha una candidatura finanziata.
Per favore dirottate la segnalazione a chi può occuparsene.
Grazie
Federica",,,
